;LEERINHOUD;;;;;;;;;;;;;;OPMERKINGEN
;Lesinhoud;Doel;Eindtermen tweede graad, basisvorming doorstroomfinaliteit;Cesuurdoelen tweede graad;NIEUW • Bedrijfswetenschappen (tweede graad);NIEUW • Biotechnieken;NIEUW • Natuurwetenschappen;Wiskunde B+;Wiskunde B+S;Wiskunde B+S';Wiskunde B - II - D;Wiskunde B+S'';Wiskundeplan tweede graad (5u);;
Diagnostische module;;;;;;;;;;;;;;;
;;Ik kan verbanden tussen de goniometrische getallen van tegengestelde, supplementaire, antisupplementaire, complementaire en anticomplementaire hoeken formuleren en toepassen.;;06.08.06, 06.04.06;WD2_06.04.03;WD2_06.09.02;WD2_06.08.03;;II-WisS-d A16;;;II-WisS''-d 16;2ME06-4;;
;;;;;;;;;;;;;;;
7 Telproblemen;;;;;;;;;;;;;;;
;1 Terminologie uit de verzamelingenleer;;;;;;;;;;;;;;
;;Ik ken de terminologie uit de verzamelingenleer en kan deze correct toepassen.;;;;;;;;;;;;;
;2 De productregel;;;;;;;;;;;;;;
;;Ik ken de productregel en kan deze regel correct toepassen.;06.17;;;;;II-Wis'-d 29;II-WisS-d A35;II-WisS'-d 31;II-Wis-d 25;II-WisS''-d 35;2DI02-2, 2DI02-1;;
;3 De somregel;;;;;;;;;;;;;;
;;Ik ken de somregel en kan deze correct toepassen.;06.17;;;;;II-Wis'-d 29;II-WisS-d A35;II-WisS'-d 31;II-Wis-d 25;II-WisS''-d 35;2DI02-2;;
;4 De complementregel;;;;;;;;;;;;;;
;;Ik ken de complementregel en kan deze correct toepassen.;06.17;;;;;II-Wis'-d 29;II-WisS-d A35;II-WisS'-d 31;II-Wis-d 25;II-WisS''-d 35;2DI02-2;;
;;;;;;;;;;;;;;;
8 Grafen;;;;;;;;;;;;;;;
;1 Grafen rondom ons;;;;;;;;;;;;;;
